date,name,naif_id,x_au,y_au,z_au,vx_au_per_day,vy_au_per_day,vz_au_per_day
2020-01-01,1 MERCURY,1,-0.06337691365458817,-0.46084077831045206,-0.03184338234465606,0.022227817806119606,-0.0024023986294910054,-0.0022353818742290523
2020-01-02,1 MERCURY,1,-0.041067253616672766,-0.4625687249008237,-0.034031159489878726,0.022380566867270014,-0.0010517212799888498,-0.0021390243503439004
2020-01-03,1 MERCURY,1,-0.018637249981936825,-0.4629409508788126,-0.03611919428310015,0.022468300941357097,0.00030878884918158307,-0.0020358991847707376
2020-01-04,1 MERCURY,1,0.0038476599972849072,-0.4619483604065354,-0.03810074056586035,0.022490147155998216,0.0016776419427973453,-0.001926048045893517
2020-01-05,1 MERCURY,1,0.026321078923868917,-0.4595833729957737,-0.03996908792870485,0.022445058160453536,0.0030532928548661015,-0.001809501117693097
2020-01-06,1 MERCURY,1,0.04871547283123294,-0.45583999189361,-0.04171755111500525,0.022331808325278278,0.004434114775060678,-0.001686278902951102
2020-01-07,1 MERCURY,1,0.0709619912172108,-0.4507138996759865,-0.043339461323181255,0.02214899049191139,0.005818371081437788,-0.0015563942251089298
2020-01-08,1 MERCURY,1,0.09299028419173842,-0.4442025830737729,-0.04482815963287251,0.021895013495416386,0.007204184954542034,-0.0014198544839788409
2020-01-09,1 MERCURY,1,0.11472831765803487,-0.43630548949339937,-0.04617699284061255,0.021568100768363963,0.008589506302881163,-0.0012766642303333148
2020-01-10,1 MERCURY,1,0.13610218780438862,-0.4270242181565097,-0.04737931206113086,0.021166290435729034,0.009972075525339115,-0.001126828135740351
2020-01-11,1 MERCURY,1,0.15703593665331939,-0.4163627492684872,-0.048428474533156796,0.020687437433992817,0.011349383615103611,-0.0009703544470401641
2020-01-12,1 MERCURY,1,0.1774513710206061,-0.40432771512876875,-0.049317849165273014,0.02012921833730374,0.012718628096120907,-0.0008072590296965415
2020-01-13,1 MERCURY,1,0.19726788800767486,-0.39092871760638254,-0.050040826469811034,0.019489139755024074,0.014076664282674258,-0.0006375701209373561
2020-01-14,1 MERCURY,1,0.21640231112115363,-0.3761786969056121,-0.05059083366276779,0.01876455138420414,0.015419951373375942,-0.0004613339320176388
2020-01-15,1 MERCURY,1,0.23476874232545475,-0.3600943570117302,-0.050961355856914664,0.017952665063518603,0.016744492943826735,-0.00027862125873619366
2020-01-16,1 MERCURY,1,0.252278436832325,-0.34269665359746104,-0.051145964444619774,0.01705058148776198,0.018045771502279463,-8.953527983138285e-05
2020-01-17,1 MERCURY,1,0.26883970926975337,-0.3240113504290174,-0.05113835395665421,0.01605532660854372,0.019318676940083285,0.00010577925717572285
2020-01-18,1 MERCURY,1,0.28435788210505464,-0.3040696503572208,-0.05093238889185539,0.014963900169157333,0.02055742896976127,0.0003071252457134367
